index,elapsed_time,uv_temperature,material_used,linear_speed,zaxis_speed,perimeter,quality,timestamp,datetime
115,4819,85,792113,300,11,921640,100,1602127810,2020-10-08 05:30:10
116,6874,76,2378945,300,23,1331426,100,1602141419,2020-10-08 09:16:59
117,9661,122,4055122,300,21,1849912,88,1602156155,2020-10-08 13:22:35
118,5134,96,1771674,300,33,1001776,100,1602167846,2020-10-08 16:37:26
119,8883,75,1636639,300,25,1704738,100,1602183872,2020-10-08 21:04:32
120,5977,127,1826228,300,19,1122008,87,1602195273,2020-10-09 00:14:33
121,5737,113,1745850,300,11,1128232,89,1602208037,2020-10-09 03:47:17
122,2829,114,1061786,300,10,520888,89,1602217659,2020-10-09 06:27:39
123,7066,115,2789468,300,32,1309098,88,1602231507,2020-10-09 10:18:27
124,7454,126,2352213,300,24,1445588,87,1602244578,2020-10-09 13:56:18
125,7755,125,1354842,300,33,1474566,88,1602256925,2020-10-09 17:22:05
126,11063,128,3493142,300,21,2150916,87,1602273648,2020-10-09 22:00:48
127,8591,121,2047734,300,29,1637064,88,1602286986,2020-10-10 01:43:06
128,11255,114,3033506,300,17,2117080,89,1602302271,2020-10-10 05:57:51
129,4451,117,1837992,300,25,844566,88,1602311682,2020-10-10 08:34:42
130,8121,110,2846468,300,25,1550696,89,1602324088,2020-10-10 12:01:28
131,5683,122,2260666,300,16,1083300,88,1602334551,2020-10-10 14:55:51
132,4630,74,1468294,300,25,885318,100,1602343013,2020-10-10 17:16:53
133,8266,82,2449593,300,17,1585152,100,1602358397,2020-10-10 21:33:17
134,4324,83,1214250,300,25,820886,100,1602367687,2020-10-11 00:08:07
135,6824,85,2061730,300,14,1310266,100,1602380768,2020-10-11 03:46:08
136,7664,94,2808023,300,18,1474150,100,1602395426,2020-10-11 07:50:26
137,3851,113,1554911,300,14,754826,89,1602403944,2020-10-11 10:12:24
138,10835,107,3538072,300,24,2018866,89,1602420649,2020-10-11 14:50:49
139,6330,73,2044977,300,20,1224612,100,1602433727,2020-10-11 18:28:47
140,7727,74,1520649,300,35,1480434,100,1602448217,2020-10-11 22:30:17
141,6507,90,2765174,300,27,1261036,100,1602460380,2020-10-12 01:53:00
142,7441,122,2137407,300,29,1429562,88,1602473198,2020-10-12 05:26:38
143,9004,123,2782714,300,16,1762426,88,1602486084,2020-10-12 09:01:24
144,6333,130,1337825,300,21,1201870,87,1602497392,2020-10-12 12:09:52
145,5613,124,1752228,300,24,1079560,88,1602509881,2020-10-12 15:38:01
146,11999,99,2059387,300,21,2298228,87,1602528374,2020-10-12 20:46:14
147,9189,87,2492467,300,23,1740362,100,1602544543,2020-10-13 01:15:43
148,3978,72,797159,300,14,751782,100,1602552258,2020-10-13 03:24:18
149,3750,113,1314814,300,14,725204,89,1602561642,2020-10-13 06:00:42
150,7155,128,2501218,300,21,1364656,87,1602574051,2020-10-13 09:27:31
151,3824,100,1317653,300,13,734762,90,1602581724,2020-10-13 11:35:24
152,5579,83,1543998,300,16,1062096,100,1602591271,2020-10-13 14:14:31
153,2779,77,475051,300,9,527672,100,1602598526,2020-10-13 16:15:26
154,6427,108,2347023,300,14,1217244,89,1602609414,2020-10-13 19:16:54
155,9360,96,2621809,300,30,1773108,100,1602625042,2020-10-13 23:37:22
156,5188,78,1281390,300,18,997292,100,1602636950,2020-10-14 02:55:50
157,9224,97,3043733,300,23,1753826,100,1602652623,2020-10-14 07:17:03
158,11054,71,4803501,300,22,2141744,93,1602667467,2020-10-14 11:24:27
159,12167,95,4461363,300,23,2319608,96,1602684146,2020-10-14 16:02:26
160,12309,117,5183154,300,20,2363416,71,1602701172,2020-10-14 20:46:12
161,6202,105,1919556,300,34,1174840,90,1602713027,2020-10-15 00:03:47
162,3530,79,1362846,300,16,683830,100,1602722796,2020-10-15 02:46:36
163,10903,106,1927532,300,25,2076636,89,1602738675,2020-10-15 07:11:15
164,5864,99,2304570,300,15,1138416,90,1602751158,2020-10-15 10:39:18
165,10428,101,4446029,300,16,1976400,90,1602768757,2020-10-15 15:32:37
166,4454,74,1549201,300,18,861478,100,1602777656,2020-10-15 18:00:56
167,2759,93,563702,300,10,505190,100,1602785892,2020-10-15 20:18:12
168,3244,98,1287622,300,6,650076,100,1602794013,2020-10-15 22:33:33
169,5978,126,1969682,300,23,1156486,87,1602805183,2020-10-16 01:39:43
170,3441,116,641263,300,22,653592,88,1602812390,2020-10-16 03:39:50
171,6069,114,2079727,300,15,1183974,89,1602825229,2020-10-16 07:13:49
172,3629,75,1303113,300,10,697434,100,1602834302,2020-10-16 09:45:02
173,4327,130,1402496,300,14,837774,87,1602843313,2020-10-16 12:15:13
174,5135,120,1584983,300,17,968020,88,1602852417,2020-10-16 14:46:57
175,3177,129,1375654,300,10,613650,87,1602862154,2020-10-16 17:29:14
176,8899,128,3872409,300,16,1690578,87,1602877212,2020-10-16 21:40:12
177,7992,93,1601869,300,34,1557628,100,1602890622,2020-10-17 01:23:42
178,5271,99,1298583,300,11,1010662,90,1602902599,2020-10-17 04:43:19
179,8165,120,3234154,300,15,1570614,88,1602914386,2020-10-17 07:59:46
180,6933,95,2380187,300,24,1351618,100,1602925113,2020-10-17 10:58:33
181,3430,80,781661,300,13,654666,100,1602934447,2020-10-17 13:34:07
182,5088,104,1808492,300,31,998762,90,1602945615,2020-10-17 16:40:15
183,4135,80,1267502,300,13,795358,100,1602955089,2020-10-17 19:18:09
184,9345,85,3779795,300,24,1784336,100,1602968768,2020-10-17 23:06:08
185,8018,81,2636969,300,17,1550636,100,1602982893,2020-10-18 03:01:33
186,3912,93,1537870,300,16,754912,100,1602991561,2020-10-18 05:26:01
187,6472,112,1261287,300,19,1221922,89,1603004225,2020-10-18 08:57:05
188,7947,100,3100741,300,18,1493436,90,1603017942,2020-10-18 12:45:42
189,8766,86,3097974,300,23,1682578,100,1603033641,2020-10-18 17:07:21
190,8025,87,1475287,300,14,1536664,100,1603048682,2020-10-18 21:18:02
191,9723,77,3127275,300,18,1844310,100,1603065499,2020-10-19 01:58:19
192,4604,101,912936,300,20,884484,90,1603076205,2020-10-19 04:56:45
193,5053,78,1218102,300,13,991538,100,1603087044,2020-10-19 07:57:24
194,9441,84,2727326,300,26,1827124,100,1603102234,2020-10-19 12:10:34
195,6332,96,2477140,300,23,1222116,100,1603115425,2020-10-19 15:50:25
196,4070,75,640510,300,15,767342,100,1603126680,2020-10-19 18:58:00
197,6336,126,983109,300,24,1205866,87,1603138796,2020-10-19 22:19:56
198,2083,89,886669,300,12,398420,100,1603146676,2020-10-20 00:31:16
199,10670,129,2637681,300,24,2019630,87,1603161825,2020-10-20 04:43:45
200,9471,130,3875987,300,28,1820032,87,1603178373,2020-10-20 09:19:33
201,2971,115,800158,300,12,556820,88,1603185263,2020-10-20 11:14:23
202,3289,94,1318056,300,20,642106,100,1603195632,2020-10-20 14:07:12
203,9990,87,2889028,300,23,1946238,100,1603212508,2020-10-20 18:48:28
204,5221,84,1305600,300,10,1005194,100,1603221703,2020-10-20 21:21:43
205,3701,130,1065501,300,9,704592,87,1603230572,2020-10-20 23:49:32
206,3992,73,1238890,300,8,771610,100,1603240078,2020-10-21 02:27:58
207,8009,74,2060460,300,15,1534234,100,1603255101,2020-10-21 06:38:21
208,6899,78,2239134,300,20,1344008,100,1603268881,2020-10-21 10:28:01
209,8280,97,3100416,300,23,1582660,100,1603282010,2020-10-21 14:06:50
210,2338,102,397735,300,14,450186,90,1603289942,2020-10-21 16:19:02
211,8853,123,2896097,300,29,1695950,88,1603303598,2020-10-21 20:06:38
212,6964,77,2814434,300,20,1334988,100,1603314374,2020-10-21 23:06:14
213,8899,113,2573708,300,31,1704778,89,1603327771,2020-10-22 02:49:31
214,4744,120,1228572,300,12,918044,88,1603337858,2020-10-22 05:37:38
215,9147,89,3686977,300,23,1751102,100,1603352226,2020-10-22 09:37:06
216,10698,70,3894955,300,26,2009450,100,1603368882,2020-10-22 14:14:42
217,6347,95,2184948,300,17,1222064,100,1603381824,2020-10-22 17:50:24
218,6929,95,1940439,300,22,1309500,100,1603394509,2020-10-22 21:21:49
219,4707,97,1704095,300,20,912268,100,1603404194,2020-10-23 00:03:14
220,5474,113,2082052,300,13,1056680,89,1603414394,2020-10-23 02:53:14
221,10937,99,1920037,300,25,2118068,90,1603431140,2020-10-23 07:32:20
222,6625,113,1865312,300,40,1260870,89,1603443090,2020-10-23 10:51:30
223,3067,99,1358741,300,9,602030,90,1603449968,2020-10-23 12:46:08
224,4357,110,1394605,300,14,843996,89,1603458164,2020-10-23 15:02:44
225,3328,128,1039417,300,20,633734,87,1603467783,2020-10-23 17:43:03
226,6246,114,1252081,300,23,1212688,89,1603480762,2020-10-23 21:19:22
227,5238,93,1260730,300,19,992714,100,1603491042,2020-10-24 00:10:42
228,8006,82,1866587,300,16,1556650,100,1603503090,2020-10-24 03:31:30
229,7878,110,3275721,300,32,1498744,89,1603516946,2020-10-24 07:22:26
230,5036,76,1339345,300,26,981924,100,1603525777,2020-10-24 09:49:37
231,12563,97,2247209,300,22,2381544,93,1603545109,2020-10-24 15:11:49
232,4297,84,1067813,300,27,842224,100,1603556226,2020-10-24 18:17:06
233,2876,129,752483,300,8,562554,87,1603565512,2020-10-24 20:51:52
234,6316,127,2278136,300,17,1206786,87,1603575504,2020-10-24 23:38:24
235,3895,125,1014468,300,25,747410,88,1603584989,2020-10-25 02:16:29
236,7861,76,2735243,300,33,1518212,100,1603598920,2020-10-25 05:08:40
237,6583,74,2668692,300,34,1271246,100,1603609309,2020-10-25 08:01:49
238,7697,117,1730247,300,35,1486936,88,1603621614,2020-10-25 11:26:54
239,6635,89,1934582,300,37,1282164,100,1603633254,2020-10-25 14:40:54
240,8597,77,3266283,300,32,1662576,100,1603646726,2020-10-25 18:25:26
241,6661,122,1736822,300,23,1311302,88,1603659885,2020-10-25 22:04:45
242,2973,130,615515,300,8,559996,87,1603667804,2020-10-26 00:16:44
243,3833,110,1747182,300,8,773574,89,1603678330,2020-10-26 03:12:10
244,5197,123,1656783,300,18,996526,88,1603689869,2020-10-26 06:24:29
245,5773,107,1113115,300,19,1126750,89,1603699988,2020-10-26 09:13:08
246,5077,119,1201289,300,18,942126,88,1603709571,2020-10-26 11:52:51
247,5017,118,1770574,300,19,952606,88,1603718833,2020-10-26 14:27:13
248,7155,125,3044643,300,28,1347046,88,1603729621,2020-10-26 17:27:01
249,7803,84,1880619,300,29,1489188,100,1603741492,2020-10-26 20:44:52
250,3576,109,809175,300,21,693074,89,1603750069,2020-10-26 23:07:49
251,6340,127,2414143,300,27,1220996,87,1603761445,2020-10-27 02:17:25
252,5884,113,2080984,300,23,1131302,89,1603773674,2020-10-27 05:41:14
253,9228,118,2869021,300,15,1777942,88,1603786885,2020-10-27 09:21:25
254,9018,129,2628551,300,28,1710002,87,1603799906,2020-10-27 12:58:26
255,2555,103,1057843,300,13,474652,90,1603809208,2020-10-27 15:33:28
256,5436,86,863134,300,20,1055002,100,1603818596,2020-10-27 18:09:56
257,4914,93,1958694,300,23,953530,100,1603827285,2020-10-27 20:34:45
258,8357,87,1735354,300,14,1616474,100,1603842745,2020-10-28 00:52:25
259,2956,110,965969,300,19,562062,89,1603850981,2020-10-28 03:09:41
260,3674,105,703333,300,7,698850,90,1603859985,2020-10-28 05:39:45
261,7101,115,1713302,300,20,1365182,88,1603871072,2020-10-28 08:44:32
262,3627,70,888247,300,8,687790,100,1603879082,2020-10-28 10:58:02
263,6908,128,1329015,300,37,1317920,87,1603890568,2020-10-28 14:09:28
264,4576,110,1409146,300,22,885938,89,1603901141,2020-10-28 17:05:41
265,2503,122,1001673,300,18,488982,88,1603908442,2020-10-28 19:07:22
266,3364,77,1101049,300,12,659028,100,1603916194,2020-10-28 21:16:34
267,2232,120,868924,300,10,433558,88,1603923671,2020-10-28 23:21:11
268,3756,124,1011597,300,12,723564,88,1603933475,2020-10-29 02:04:35
269,3888,77,592932,300,8,738632,100,1603944258,2020-10-29 05:04:18
270,10987,75,2767907,300,20,2091798,100,1603961786,2020-10-29 09:56:26
271,5763,72,906921,300,33,1095946,100,1603972272,2020-10-29 12:51:12
272,7500,117,3055786,300,16,1422138,88,1603986295,2020-10-29 16:44:55
273,4959,87,1958113,300,12,957486,100,1603998220,2020-10-29 20:03:40
274,4011,117,1728622,300,10,767564,88,1604007235,2020-10-29 22:33:55
275,7303,101,3018680,300,37,1400732,90,1604020737,2020-10-30 02:18:57
276,2699,119,868357,300,9,509676,88,1604027883,2020-10-30 04:18:03
277,8188,70,1834760,300,26,1560792,100,1604043000,2020-10-30 08:30:00
278,3005,115,585443,300,9,563786,88,1604049956,2020-10-30 10:25:56
279,6070,110,2547995,300,19,1166254,89,1604062440,2020-10-30 13:54:00
280,5669,81,2409754,300,17,1107940,100,1604074666,2020-10-30 17:17:46
281,10006,117,3316209,300,21,1914608,88,1604090702,2020-10-30 21:45:02
282,5633,87,1673332,300,31,1074496,100,1604100004,2020-10-31 00:20:04
283,6072,117,2522071,300,12,1152678,88,1604111815,2020-10-31 03:36:55
284,6703,95,1539490,300,25,1280450,100,1604125151,2020-10-31 07:19:11
285,6946,125,1824376,300,16,1345912,88,1604137650,2020-10-31 10:47:30
286,8046,112,2612348,300,18,1563340,89,1604151814,2020-10-31 14:43:34
287,10315,102,3962178,300,20,2008646,90,1604168533,2020-10-31 19:22:13
288,5882,104,1088665,300,23,1119922,90,1604178567,2020-10-31 22:09:27
289,3107,72,1104239,300,10,595872,100,1604187650,2020-11-01 00:40:50
290,8574,86,3218922,300,32,1633888,100,1604202172,2020-11-01 04:42:52
291,4542,125,1460130,300,18,881612,88,1604212397,2020-11-01 07:33:17
292,5803,114,931331,300,10,1123392,89,1604223274,2020-11-01 10:34:34
293,8657,86,1342257,300,27,1633886,100,1604236217,2020-11-01 14:10:17
294,3050,130,1322298,300,9,589804,87,1604243431,2020-11-01 16:10:31
295,7530,70,2717853,300,27,1458296,100,1604256497,2020-11-01 19:48:17
296,6586,86,2311920,300,28,1275168,100,1604270179,2020-11-01 23:36:19
297,4415,87,1460986,300,11,825816,100,1604279564,2020-11-02 02:12:44
298,6497,117,1284367,300,18,1229352,88,1604292659,2020-11-02 05:50:59
299,6269,125,2625653,300,20,1206464,88,1604304805,2020-11-02 09:13:25
300,5164,74,1418252,300,20,969402,100,1604316064,2020-11-02 12:21:04
301,3037,85,1324819,300,24,577598,100,1604324323,2020-11-02 14:38:43
302,2902,85,505610,300,8,555496,100,1604331127,2020-11-02 16:32:07
303,7013,114,2243309,300,30,1360868,89,1604342911,2020-11-02 19:48:31
304,7615,83,2475199,300,26,1465954,100,1604355557,2020-11-02 23:19:17
305,3687,76,1230542,300,7,697978,100,1604364138,2020-11-03 01:42:18
306,4115,103,1348807,300,14,787064,90,1604372432,2020-11-03 04:00:32
307,3346,74,1000334,300,10,632632,100,1604379844,2020-11-03 06:04:04
308,4966,95,1472842,300,13,948494,100,1604391970,2020-11-03 09:26:10
309,5748,123,2506761,300,21,1104986,88,1604404683,2020-11-03 12:58:03
310,5920,83,1618570,300,37,1130090,100,1604416457,2020-11-03 16:14:17
311,3109,75,622104,300,7,602844,100,1604426710,2020-11-03 19:05:10
312,6820,73,1118853,300,29,1306588,100,1604439954,2020-11-03 22:45:54
313,3479,73,1241117,300,10,671130,100,1604449818,2020-11-04 01:30:18
314,3254,87,1397157,300,9,608930,100,1604457998,2020-11-04 03:46:38
315,5665,74,1872547,300,22,1117752,100,1604469683,2020-11-04 07:01:23
316,6489,100,2318037,300,17,1243804,90,1604482019,2020-11-04 10:26:59
317,4333,111,677989,300,17,813866,89,1604492191,2020-11-04 13:16:31
318,9338,73,2989603,300,30,1797994,100,1604506429,2020-11-04 17:13:49
319,4819,72,1972604,300,20,921398,100,1604515476,2020-11-04 19:44:36
320,6688,73,1491744,300,13,1272014,100,1604526585,2020-11-04 22:49:45
321,5389,80,1789798,300,19,1039022,100,1604538398,2020-11-05 02:06:38
322,6124,112,2112395,300,15,1165186,89,1604549051,2020-11-05 05:04:11
323,2567,123,1057226,300,14,494988,88,1604558198,2020-11-05 07:36:38
324,3721,88,1067600,300,14,699860,100,1604566539,2020-11-05 09:55:39
325,5536,80,925233,300,13,1055596,100,1604578337,2020-11-05 13:12:17
326,3216,89,800444,300,15,628292,100,1604587947,2020-11-05 15:52:27
327,7070,70,2390439,300,19,1363358,100,1604601247,2020-11-05 19:34:07
328,6340,77,1972831,300,19,1252730,100,1604612895,2020-11-05 22:48:15
329,5409,106,1061414,300,16,1010700,89,1604624749,2020-11-06 02:05:49
330,8407,70,2346228,300,26,1596046,100,1604638040,2020-11-06 05:47:20
331,4471,121,1623706,300,8,850928,88,1604647019,2020-11-06 08:16:59
332,6306,89,1923670,300,16,1201926,100,1604659010,2020-11-06 11:36:50
333,11398,87,2796332,300,22,2199100,100,1604675597,2020-11-06 16:13:17
334,6120,79,1947663,300,24,1139940,100,1604685966,2020-11-06 19:06:06
335,12458,102,3446409,300,19,2418692,83,1604704183,2020-11-07 00:09:43
336,10955,97,2966504,300,20,2086118,100,1604720624,2020-11-07 04:43:44
337,5431,74,879281,300,12,1047784,100,1604730735,2020-11-07 07:32:15
338,4130,76,1392545,300,8,785892,100,1604741043,2020-11-07 10:24:03
339,5822,95,1765478,300,41,1134926,100,1604752313,2020-11-07 13:31:53
340,7551,83,1200897,300,13,1415518,100,1604765654,2020-11-07 17:14:14
341,9230,101,2805949,300,23,1772362,90,1604781293,2020-11-07 21:34:53
342,10922,83,2627626,300,25,2095132,100,1604799153,2020-11-08 02:32:33
343,4167,94,910676,300,13,791968,100,1604808894,2020-11-08 05:14:54
344,8755,83,2370662,300,21,1659316,100,1604821756,2020-11-08 08:49:16
345,9221,78,2932165,300,26,1749934,100,1604837205,2020-11-08 13:06:45
346,2876,95,561838,300,14,549228,100,1604845938,2020-11-08 15:32:18
347,8018,121,1891362,300,18,1557362,88,1604858247,2020-11-08 18:57:27
348,7725,127,2974141,300,24,1444982,87,1604872463,2020-11-08 22:54:23
349,5069,77,846484,300,11,969260,100,1604883934,2020-11-09 02:05:34
350,4474,122,1938309,300,10,866540,88,1604893642,2020-11-09 04:47:22
351,5095,129,1100976,300,15,973938,87,1604904926,2020-11-09 07:55:26
352,7168,109,2932486,300,14,1371056,89,1604916951,2020-11-09 11:15:51
353,4280,110,1842212,300,8,821308,89,1604927748,2020-11-09 14:15:48
354,2533,86,404333,300,9,484342,100,1604935834,2020-11-09 16:30:34
355,6679,118,1687365,300,12,1291704,88,1604948790,2020-11-09 20:06:30
356,5189,75,1106873,300,12,993766,100,1604957994,2020-11-09 22:39:54
357,6977,101,2725756,300,15,1325520,90,1604972064,2020-11-10 02:34:24
358,3333,85,903080,300,11,639390,100,1604981936,2020-11-10 05:18:56
359,7866,115,2475313,300,25,1512780,88,1604994818,2020-11-10 08:53:38
360,7717,118,2123629,300,23,1504906,88,1605008784,2020-11-10 12:46:24
361,5111,124,1988018,300,9,1004246,88,1605017869,2020-11-10 15:17:49
