index,elapsed_time,uv_temperature,material_used,linear_speed,zaxis_speed,perimeter,quality,timestamp,datetime
65,1987,87,428,300,17,592800,100,1601389452,2020-09-29 16:24:12
66,3395,81,556,300,16,1018824,100,1601398270,2020-09-29 18:51:10
67,2432,98,912,300,15,727792,100,1601405008,2020-09-29 20:43:28
68,2981,84,1500,300,34,894612,100,1601414152,2020-09-29 23:15:52
69,3622,113,594,300,18,1089830,100,1601424153,2020-09-30 02:02:33
70,3029,85,834,300,10,909114,100,1601434328,2020-09-30 04:52:08
71,2851,109,688,300,7,855532,100,1601444367,2020-09-30 07:39:27
72,3189,109,728,300,30,962044,100,1601454548,2020-09-30 10:29:08
73,2136,116,361,300,11,640874,100,1601460686,2020-09-30 12:11:26
74,3250,81,556,300,17,977090,100,1601470194,2020-09-30 14:49:54
75,3148,95,439,300,11,946250,100,1601478975,2020-09-30 17:16:15
76,4069,99,1144,300,14,1223148,100,1601490131,2020-09-30 20:22:11
77,3161,94,812,300,9,947238,100,1601497054,2020-09-30 22:17:34
78,2912,70,944,300,14,872080,100,1601504420,2020-10-01 00:20:20
79,5446,79,1588,300,21,1636496,100,1601515053,2020-10-01 03:17:33
80,3659,111,1488,300,27,1099892,100,1601524757,2020-10-01 05:59:17
81,2243,100,311,300,8,675760,100,1601532027,2020-10-01 08:00:27
82,1755,112,612,300,10,527856,100,1601539769,2020-10-01 10:09:29
83,4088,81,1312,300,19,1229766,100,1601549847,2020-10-01 12:57:27
84,5511,101,894,300,26,1654180,100,1601559740,2020-10-01 15:42:20
85,3968,93,672,300,20,1190592,100,1601569122,2020-10-01 18:18:42
86,4859,116,1634,300,25,1455922,100,1601577698,2020-10-01 20:41:38
87,6850,98,1856,300,23,2055412,100,1601589142,2020-10-01 23:52:22
88,4657,87,689,300,18,1401160,100,1601600303,2020-10-02 02:58:23
89,3833,104,822,300,32,1149094,100,1601609052,2020-10-02 05:24:12
90,6071,119,922,300,25,1819480,100,1601621107,2020-10-02 08:45:07
91,4503,71,706,300,20,1347252,100,1601629612,2020-10-02 11:06:52
92,3904,94,517,300,12,1169830,100,1601638806,2020-10-02 13:40:06
93,3080,92,672,300,26,921584,100,1601647547,2020-10-02 16:05:47
94,2881,107,511,300,16,867430,100,1601655745,2020-10-02 18:22:25
95,1576,72,306,300,11,474824,100,1601664211,2020-10-02 20:43:31
96,5504,103,1322,300,14,1651782,100,1601674070,2020-10-02 23:27:50
97,2575,70,561,300,22,770896,100,1601681248,2020-10-03 01:27:28
98,4412,116,750,300,23,1325196,100,1601691402,2020-10-03 04:16:42
99,3240,114,494,300,14,966712,100,1601700333,2020-10-03 06:45:33
100,4563,100,567,300,13,1368966,100,1601709305,2020-10-03 09:15:05
101,5540,106,1378,300,15,1662526,100,1601718675,2020-10-03 11:51:15
102,5682,81,1000,300,32,1704932,100,1601730985,2020-10-03 15:16:25
103,7337,88,900,300,20,2197762,100,1601743004,2020-10-03 18:36:44
104,2842,95,450,300,13,850680,100,1601749860,2020-10-03 20:31:00
105,2488,113,734,300,10,747082,100,1601758385,2020-10-03 22:53:05
106,4278,96,1244,300,16,1281482,100,1601769549,2020-10-04 01:59:09
107,2393,90,417,300,13,717062,100,1601778698,2020-10-04 04:31:38
108,3042,83,550,300,18,914324,100,1601788520,2020-10-04 07:15:20
109,7134,120,1878,300,22,2137654,100,1601800084,2020-10-04 10:28:04
110,2878,113,934,300,14,860684,100,1601807933,2020-10-04 12:38:53
111,6844,107,1988,300,26,2052120,100,1601821568,2020-10-04 16:26:08
112,4955,119,694,300,18,1485516,100,1601831894,2020-10-04 19:18:14
113,3219,117,1022,300,15,969070,100,1601838821,2020-10-04 21:13:41
114,4626,90,600,300,14,1386180,100,1601850573,2020-10-05 00:29:33
115,3376,93,739,300,29,1013098,100,1601859152,2020-10-05 02:52:32
116,4325,88,639,300,17,1303052,100,1601869214,2020-10-05 05:40:14
117,2279,77,756,300,11,682098,100,1601875440,2020-10-05 07:24:00
118,2392,104,317,300,8,715990,100,1601884237,2020-10-05 09:50:37
119,4882,115,1634,300,25,1466882,100,1601893094,2020-10-05 12:18:14
120,3388,86,922,300,11,1017228,100,1601902290,2020-10-05 14:51:30
121,2180,72,294,300,7,655528,100,1601908182,2020-10-05 16:29:42
122,4091,86,1122,300,14,1230530,100,1601918016,2020-10-05 19:13:36
123,2592,109,1000,300,17,775600,100,1601926485,2020-10-05 21:34:45
124,3665,101,1612,300,32,1096342,100,1601936578,2020-10-06 00:22:58
125,4322,118,1244,300,16,1296810,100,1601946485,2020-10-06 03:08:05
126,4805,81,983,300,36,1443834,100,1601958036,2020-10-06 06:20:36
127,6415,120,994,300,28,1921158,100,1601969757,2020-10-06 09:35:57
128,4450,80,544,300,12,1335280,100,1601979447,2020-10-06 12:17:27
129,3496,104,700,300,25,1046182,100,1601987073,2020-10-06 14:24:33
130,4362,97,650,300,17,1307944,100,1601997968,2020-10-06 17:26:08
131,4895,115,794,300,23,1469640,100,1602009190,2020-10-06 20:33:10
132,4777,112,778,300,23,1432824,100,1602018298,2020-10-06 23:04:58
133,1495,118,311,300,12,448422,100,1602025705,2020-10-07 01:08:25
134,4420,78,689,300,19,1326586,100,1602034448,2020-10-07 03:34:08
135,4944,114,622,300,14,1485428,100,1602044419,2020-10-07 06:20:19
136,5819,117,856,300,23,1743996,100,1602056227,2020-10-07 09:37:07
137,5414,73,961,300,31,1626650,100,1602067612,2020-10-07 12:46:52
138,3783,117,1256,300,19,1132902,100,1602076080,2020-10-07 15:08:00
139,2755,95,1088,300,19,822570,100,1602082929,2020-10-07 17:02:09
140,3054,110,1244,300,23,919008,100,1602091295,2020-10-07 19:21:35
141,2581,80,878,300,13,772560,100,1602097521,2020-10-07 21:05:21
142,3797,83,883,300,37,1143520,100,1602106724,2020-10-07 23:38:44
143,5479,87,856,300,24,1645862,100,1602118451,2020-10-08 02:54:11
144,6277,103,1800,300,23,1876246,100,1602129890,2020-10-08 06:04:50
145,4269,101,911,300,35,1278654,100,1602138888,2020-10-08 08:34:48
146,4626,106,878,300,30,1386982,100,1602149050,2020-10-08 11:24:10
147,4884,106,606,300,14,1465744,100,1602160882,2020-10-08 14:41:22
148,3905,73,1066,300,13,1172802,100,1602170420,2020-10-08 17:20:20
149,4407,99,1044,300,11,1321312,100,1602178895,2020-10-08 19:41:35
150,2615,118,1288,300,29,784434,100,1602188160,2020-10-08 22:16:00
151,4345,109,561,300,13,1301594,100,1602197943,2020-10-09 00:59:03
152,2819,104,900,300,13,844468,100,1602206878,2020-10-09 03:27:58
153,5651,77,1512,300,18,1696432,100,1602217823,2020-10-09 06:30:23
154,2977,113,456,300,13,891914,100,1602225593,2020-10-09 08:39:53
155,3869,114,1234,300,18,1160132,100,1602233163,2020-10-09 10:46:03
156,2918,71,934,300,13,873490,100,1602240060,2020-10-09 12:41:00
157,4800,118,733,300,20,1443738,100,1602249313,2020-10-09 15:15:13
158,3027,115,539,300,17,905540,100,1602258401,2020-10-09 17:46:41
159,3255,71,1722,300,41,975126,100,1602268237,2020-10-09 20:30:37
160,1959,87,634,300,9,584962,100,1602274773,2020-10-09 22:19:33
161,3413,71,1012,300,13,1022732,100,1602284823,2020-10-10 01:07:03
162,3971,99,1256,300,18,1188898,100,1602295430,2020-10-10 04:03:50
163,4796,96,1478,300,20,1440046,100,1602304766,2020-10-10 06:39:26
164,4775,88,1822,300,31,1427950,100,1602314391,2020-10-10 09:19:51
165,4379,116,1144,300,13,1316472,100,1602324852,2020-10-10 12:14:12
166,2490,92,339,300,8,747784,100,1602333921,2020-10-10 14:45:21
167,6571,105,889,300,22,1970300,100,1602344474,2020-10-10 17:41:14
168,4018,85,878,300,35,1202964,100,1602353099,2020-10-10 20:04:59
169,2674,104,389,300,10,799544,100,1602362774,2020-10-10 22:46:14
170,2228,72,456,300,17,669274,100,1602370904,2020-10-11 01:01:44
171,2343,70,522,300,21,699972,100,1602378245,2020-10-11 03:04:05
172,2533,119,644,300,7,760026,100,1602385973,2020-10-11 05:12:53
173,5908,93,906,300,25,1773288,100,1602397516,2020-10-11 08:25:16
174,2438,89,328,300,8,730052,100,1602405098,2020-10-11 10:31:38
175,3760,115,467,300,10,1128576,100,1602412564,2020-10-11 12:36:04
176,4542,83,922,300,34,1365924,100,1602422401,2020-10-11 15:20:01
177,3307,106,822,300,9,992442,100,1602429767,2020-10-11 17:22:47
178,6729,91,894,300,21,2014880,100,1602442168,2020-10-11 20:49:28
179,4670,82,1844,300,33,1399920,100,1602451128,2020-10-11 23:18:48
180,6538,95,939,300,24,1962706,100,1602462807,2020-10-12 02:33:27
181,3212,113,1200,300,20,965838,100,1602470376,2020-10-12 04:39:36
182,2017,77,489,300,21,602466,100,1602479158,2020-10-12 07:05:58
183,3114,88,528,300,16,932864,100,1602486598,2020-10-12 09:09:58
184,2451,72,1056,300,20,739788,100,1602496024,2020-10-12 11:47:04
185,4008,115,1400,300,22,1203816,100,1602507046,2020-10-12 14:50:46
186,3827,113,1088,300,14,1147510,100,1602516359,2020-10-12 17:25:59
187,3914,79,694,300,22,1175650,100,1602525437,2020-10-12 19:57:17
188,5406,84,794,300,21,1622880,100,1602536019,2020-10-12 22:53:39
189,2285,87,756,300,11,685846,100,1602544853,2020-10-13 01:20:53
190,7510,88,1966,300,23,2249346,100,1602558616,2020-10-13 05:10:16
191,4894,102,728,300,19,1473994,100,1602569860,2020-10-13 08:17:40
192,4721,118,756,300,22,1420098,100,1602579675,2020-10-13 11:01:15
193,5200,120,789,300,22,1556140,100,1602590282,2020-10-13 13:58:02
194,6625,109,1756,300,21,1985744,100,1602602599,2020-10-13 17:23:19
195,4203,84,1712,300,31,1262496,100,1602611221,2020-10-13 19:47:01
196,3464,86,533,300,15,1039228,100,1602620490,2020-10-13 22:21:30
197,4301,118,828,300,29,1291718,100,1602631566,2020-10-14 01:26:06
198,1816,111,556,300,8,545722,100,1602640420,2020-10-14 03:53:40
199,2617,86,712,300,9,783094,100,1602650049,2020-10-14 06:34:09
200,6946,115,939,300,23,2086624,100,1602663124,2020-10-14 10:12:04
201,6590,80,933,300,24,1974204,100,1602673490,2020-10-14 13:04:50
202,4274,100,1456,300,22,1281114,100,1602683376,2020-10-14 15:49:36
203,6103,107,983,300,29,1833116,100,1602694785,2020-10-14 18:59:45
204,6721,93,994,300,26,2014030,100,1602707797,2020-10-14 22:36:37
205,6139,76,1634,300,20,1841394,100,1602718395,2020-10-15 01:33:15
206,4919,73,933,300,32,1472766,100,1602728657,2020-10-15 04:24:17
207,4103,76,1166,300,15,1230464,100,1602738990,2020-10-15 07:16:30
208,3540,115,600,300,18,1062554,100,1602746246,2020-10-15 09:17:26
209,2839,95,356,300,8,853898,100,1602752855,2020-10-15 11:07:35
210,5274,103,1644,300,23,1581066,100,1602764574,2020-10-15 14:22:54
211,3262,101,1178,300,19,979934,100,1602772609,2020-10-15 16:36:49
212,1779,77,289,300,8,534600,100,1602780569,2020-10-15 18:49:29
213,2968,116,700,300,7,891826,100,1602789482,2020-10-15 21:18:02
214,6915,100,950,300,23,2080948,100,1602800405,2020-10-16 00:20:05
215,3361,89,439,300,10,1007116,100,1602810543,2020-10-16 03:09:03
216,5970,87,744,300,17,1795080,100,1602822996,2020-10-16 06:36:36
217,6688,117,1778,300,21,2004494,100,1602836458,2020-10-16 10:20:58
218,7438,101,1856,300,21,2230650,100,1602850415,2020-10-16 14:13:35
219,3052,84,461,300,13,919204,100,1602860106,2020-10-16 16:55:06
220,3881,83,1434,300,24,1165540,100,1602869780,2020-10-16 19:36:20
221,2660,108,878,300,13,799060,100,1602879589,2020-10-16 22:19:49
222,6920,74,939,300,23,2074690,100,1602890912,2020-10-17 01:28:32
223,2704,79,606,300,24,809376,100,1602900747,2020-10-17 04:12:27
224,2753,84,878,300,13,826988,100,1602910078,2020-10-17 06:47:58
225,4265,119,1178,300,15,1279456,100,1602919244,2020-10-17 09:20:44
226,7850,117,944,300,20,2350046,100,1602934024,2020-10-17 13:27:04
227,4149,71,533,300,12,1241124,100,1602944083,2020-10-17 16:14:43
228,2798,103,734,300,9,839604,100,1602953588,2020-10-17 18:53:08
229,2996,110,500,300,15,901778,100,1602963726,2020-10-17 21:42:06
230,4023,79,872,300,34,1209038,100,1602973774,2020-10-18 00:29:34
231,7308,110,1712,300,18,2190502,100,1602984731,2020-10-18 03:32:11
232,3945,115,539,300,13,1185146,100,1602993721,2020-10-18 06:02:01
233,3736,71,544,300,14,1122892,100,1603002976,2020-10-18 08:36:16
234,2817,92,378,300,9,844422,100,1603011107,2020-10-18 10:51:47
235,4030,80,1334,300,20,1206222,100,1603021195,2020-10-18 13:39:55
236,4226,77,1266,300,17,1264308,100,1603031154,2020-10-18 16:25:54
237,4364,75,1812,300,34,1306744,100,1603040657,2020-10-18 19:04:17
238,3057,105,706,300,29,915588,100,1603050756,2020-10-18 21:52:36
239,4329,99,794,300,26,1295382,100,1603060086,2020-10-19 00:28:06
240,5939,82,1488,300,17,1781068,100,1603069709,2020-10-19 03:08:29
241,4798,95,1234,300,14,1439468,100,1603079362,2020-10-19 05:49:22
242,5200,74,822,300,23,1563176,100,1603089034,2020-10-19 08:30:34
243,2101,83,1000,300,21,627482,100,1603098241,2020-10-19 11:04:01
244,4459,102,783,300,25,1340306,100,1603107458,2020-10-19 13:37:38
245,6101,85,761,300,17,1830784,100,1603118360,2020-10-19 16:39:20
246,1607,113,278,300,9,484480,100,1603125198,2020-10-19 18:33:18
247,2254,76,417,300,14,678954,100,1603133190,2020-10-19 20:46:30
248,6589,110,983,300,26,1975504,100,1603144391,2020-10-19 23:53:11
249,3893,110,717,300,24,1164960,100,1603154867,2020-10-20 02:47:47
250,4806,94,578,300,13,1440012,100,1603166230,2020-10-20 05:57:10
251,5398,115,817,300,22,1619668,100,1603176123,2020-10-20 08:42:03
252,5458,106,783,300,20,1635942,100,1603187525,2020-10-20 11:52:05
253,1393,101,289,300,11,417780,100,1603195366,2020-10-20 14:02:46
254,2841,99,439,300,12,853774,100,1603202468,2020-10-20 16:01:08
255,5105,107,639,300,14,1528802,100,1603212066,2020-10-20 18:41:06
256,1681,106,588,300,9,506326,100,1603219766,2020-10-20 20:49:26
257,3753,105,639,300,20,1126786,100,1603230590,2020-10-20 23:49:50
258,5512,85,822,300,22,1649874,100,1603240760,2020-10-21 02:39:20
259,3360,81,672,300,24,1006832,100,1603250971,2020-10-21 05:29:31
260,4945,105,883,300,28,1482812,100,1603259816,2020-10-21 07:56:56
261,2311,98,361,300,10,694282,100,1603266777,2020-10-21 09:52:57
262,5027,95,1478,300,20,1505270,100,1603276904,2020-10-21 12:41:44
263,4315,93,1988,300,41,1291854,100,1603287670,2020-10-21 15:41:10
264,3475,83,811,300,34,1046916,100,1603298038,2020-10-21 18:33:58
265,4897,89,611,300,14,1468912,100,1603309535,2020-10-21 21:45:35
266,4222,98,1612,300,28,1266880,100,1603317878,2020-10-22 00:04:38
267,3021,91,350,300,7,903298,100,1603326894,2020-10-22 02:34:54
268,4774,100,800,300,24,1430712,100,1603335942,2020-10-22 05:05:42
269,3491,74,1212,300,19,1045728,100,1603345529,2020-10-22 07:45:29
270,3209,82,1256,300,22,959662,100,1603354975,2020-10-22 10:22:55
271,3969,111,783,300,28,1188482,100,1603363677,2020-10-22 12:47:57
272,4052,74,650,300,19,1219772,100,1603374325,2020-10-22 15:45:25
273,2324,109,834,300,13,700122,100,1603380495,2020-10-22 17:28:15
274,1941,102,666,300,10,584132,100,1603387100,2020-10-22 19:18:20
275,3645,80,1222,300,18,1093906,100,1603394633,2020-10-22 21:23:53
276,2628,116,1000,300,17,787672,100,1603402114,2020-10-22 23:28:34
277,5075,78,878,300,27,1525056,100,1603410959,2020-10-23 01:55:59
278,7190,97,911,300,21,2155882,100,1603424955,2020-10-23 05:49:15
279,4865,115,1866,300,32,1459698,100,1603435113,2020-10-23 08:38:33
280,4051,109,1678,300,31,1215580,100,1603443903,2020-10-23 11:05:03
281,4450,84,967,300,38,1339030,100,1603453578,2020-10-23 13:46:18
282,4180,99,578,300,14,1253748,100,1603463603,2020-10-23 16:33:23
283,2342,76,322,300,8,704294,100,1603469776,2020-10-23 18:16:16
284,2384,82,734,300,10,717434,100,1603478072,2020-10-23 20:34:32
285,2540,79,1134,300,23,761182,100,1603487288,2020-10-23 23:08:08
286,7220,92,1000,300,25,2165242,100,1603498904,2020-10-24 02:21:44
287,6195,73,756,300,17,1859496,100,1603511741,2020-10-24 05:55:41
288,4016,79,833,300,31,1206110,100,1603521980,2020-10-24 08:46:20
289,3328,85,439,300,10,997662,100,1603529857,2020-10-24 10:57:37
290,1762,90,322,300,11,527372,100,1603536251,2020-10-24 12:44:11
291,6620,88,928,300,23,1989548,100,1603549377,2020-10-24 16:22:57
292,2155,111,612,300,8,645546,100,1603557158,2020-10-24 18:32:38
293,1862,72,317,300,10,556136,100,1603564969,2020-10-24 20:42:49
294,3503,72,944,300,11,1054404,100,1603574156,2020-10-24 23:15:56
295,5394,78,1844,300,28,1616816,100,1603584001,2020-10-25 02:00:01
296,3946,75,1000,300,11,1182762,100,1603594235,2020-10-25 03:50:35
297,3366,108,550,300,16,1009002,100,1603603959,2020-10-25 06:32:39
298,4212,94,700,300,21,1260768,100,1603611913,2020-10-25 08:45:13
299,5268,81,778,300,21,1580322,100,1603623257,2020-10-25 11:54:17
300,4252,70,722,300,22,1276474,100,1603631730,2020-10-25 14:15:30
301,1981,91,734,300,12,596966,100,1603637592,2020-10-25 15:53:12
302,3864,70,639,300,19,1163008,100,1603647764,2020-10-25 18:42:44
303,2345,83,317,300,8,704994,100,1603655255,2020-10-25 20:47:35
304,3882,94,622,300,18,1166460,100,1603665256,2020-10-25 23:34:16
305,5137,81,789,300,22,1538508,100,1603675147,2020-10-26 02:19:07
306,4476,109,1612,300,26,1342340,100,1603684348,2020-10-26 04:52:28
307,4889,93,939,300,32,1469278,100,1603695434,2020-10-26 07:57:14
308,4852,94,789,300,23,1454738,100,1603706336,2020-10-26 10:58:56
309,1831,100,311,300,10,551446,100,1603712050,2020-10-26 12:34:10
310,3254,80,639,300,23,975508,100,1603721065,2020-10-26 15:04:25
311,5530,91,883,300,25,1656750,100,1603733422,2020-10-26 18:30:22
312,8087,102,1934,300,21,2424434,100,1603746033,2020-10-26 22:00:33
313,3438,84,900,300,42,1028762,100,1603754210,2020-10-27 00:16:50
314,3111,115,450,300,12,935622,100,1603761384,2020-10-27 02:16:24
315,5044,92,1356,300,16,1513856,100,1603771319,2020-10-27 05:01:59
316,1707,82,306,300,10,509910,100,1603777896,2020-10-27 06:51:36
317,4303,89,522,300,11,1291742,100,1603787537,2020-10-27 09:32:17
318,2164,73,322,300,9,649332,100,1603796791,2020-10-27 12:06:31
319,3211,94,788,300,9,965724,100,1603805960,2020-10-27 14:39:20
320,5543,88,794,300,20,1662732,100,1603817109,2020-10-27 17:45:09
321,4911,107,756,300,21,1477002,100,1603827384,2020-10-27 20:36:24
322,1756,117,566,300,8,525496,100,1603833053,2020-10-27 22:10:53
323,3860,87,700,300,23,1158686,100,1603841456,2020-10-28 00:30:56
324,5941,102,911,300,25,1782106,100,1603853948,2020-10-28 03:59:08
325,2785,91,389,300,10,834458,100,1603863497,2020-10-28 06:38:17
326,5335,74,1678,300,24,1602910,100,1603872770,2020-10-28 09:12:50
327,4030,80,1388,300,22,1208862,100,1603881782,2020-10-28 11:43:02
328,3434,83,1200,300,19,1029388,100,1603891502,2020-10-28 14:25:02
329,4175,109,672,300,19,1250206,100,1603900752,2020-10-28 16:59:12
330,4933,95,811,300,24,1475154,100,1603909878,2020-10-28 19:31:18
331,3564,91,1156,300,17,1069926,100,1603917830,2020-10-28 21:43:50
332,2104,103,450,300,17,631286,100,1603926171,2020-10-29 00:02:51
333,4028,112,1166,300,15,1210788,100,1603935000,2020-10-29 02:30:00
334,3190,76,467,300,12,955726,100,1603943056,2020-10-29 04:44:16
335,2480,88,456,300,15,744568,100,1603950255,2020-10-29 06:44:15
336,2578,109,778,300,11,775042,100,1603958732,2020-10-29 09:05:32
337,3049,83,1512,300,34,919402,100,1603967675,2020-10-29 11:34:35
338,2257,83,428,300,15,678314,100,1603977041,2020-10-29 14:10:41
339,4799,72,944,300,33,1435722,100,1603986975,2020-10-29 16:56:15
340,1767,83,350,300,12,526626,100,1603992439,2020-10-29 18:27:19
341,4896,100,794,300,23,1470172,100,1604001339,2020-10-29 20:55:39
342,2541,87,528,300,20,766072,100,1604008331,2020-10-29 22:52:11
343,2257,87,367,300,11,678828,100,1604015973,2020-10-30 00:59:33
344,4653,108,850,300,28,1396716,100,1604027267,2020-10-30 04:07:47
345,5079,70,1678,300,25,1521082,100,1604038641,2020-10-30 07:17:21
346,5201,113,700,300,17,1563540,100,1604049558,2020-10-30 10:19:18
347,6054,115,1588,300,19,1817582,100,1604061458,2020-10-30 13:37:38
348,2654,103,966,300,16,796550,100,1604070972,2020-10-30 16:16:12
349,1960,113,406,300,15,587378,100,1604080043,2020-10-30 18:47:23
350,5431,90,1834,300,28,1631788,100,1604090510,2020-10-30 21:41:50
351,4105,75,567,300,14,1232350,100,1604098892,2020-10-31 00:01:32
352,3200,82,533,300,16,957862,100,1604107459,2020-10-31 02:24:19
353,4356,104,1222,300,15,1309696,100,1604118359,2020-10-31 05:25:59
354,3345,110,978,300,13,1000262,100,1604127732,2020-10-31 08:02:12
355,6152,116,772,300,17,1843244,100,1604138307,2020-10-31 10:58:27
356,3602,80,1334,300,22,1077740,100,1604145721,2020-10-31 13:02:01
357,2683,92,934,300,15,804892,100,1604152156,2020-10-31 14:49:16
358,3459,103,644,300,22,1038468,100,1604162095,2020-10-31 17:34:55
359,6217,76,1778,300,23,1866450,100,1604174757,2020-10-31 21:05:57
360,2930,77,478,300,14,879426,100,1604181673,2020-10-31 23:01:13
361,4176,83,1200,300,16,1251834,100,1604192820,2020-11-01 02:07:00
362,3017,99,467,300,13,904448,100,1604201553,2020-11-01 04:32:33
363,4524,113,1878,300,35,1356992,100,1604210989,2020-11-01 07:09:49
364,4424,96,678,300,19,1329396,100,1604219375,2020-11-01 09:29:35
365,3279,105,556,300,17,987182,100,1604228519,2020-11-01 12:01:59
366,4885,100,1678,300,26,1465280,100,1604239814,2020-11-01 15:10:14
367,5396,83,661,300,15,1621340,100,1604249770,2020-11-01 17:56:10
368,4168,80,933,300,38,1251484,100,1604260393,2020-11-01 20:53:13
369,2586,109,988,300,17,777450,100,1604269903,2020-11-01 23:31:43
370,3955,107,717,300,23,1184890,100,1604278353,2020-11-02 01:52:33
371,5730,102,778,300,19,1715738,100,1604289601,2020-11-02 05:00:01
372,6365,80,1612,300,18,1907276,100,1604299837,2020-11-02 07:50:37
373,2631,111,1044,300,19,789318,100,1604309511,2020-11-02 10:31:51
374,4045,118,672,300,20,1215102,100,1604319827,2020-11-02 13:23:47
375,3180,103,400,300,9,954588,100,1604329625,2020-11-02 16:07:05
376,3856,82,822,300,32,1156912,100,1604339479,2020-11-02 18:51:19
