index,elapsed_time,uv_temperature,material_used,linear_speed,zaxis_speed,perimeter,quality,timestamp,datetime
31,3121,75,556,300,18,935390,100,1601066177,2020-09-25 22:36:17
32,1343,86,556,300,10,401820,100,1601074583,2020-09-26 00:56:23
33,1883,71,372,300,13,567182,100,1601082673,2020-09-26 03:11:13
34,3885,86,1066,300,13,1164998,100,1601091638,2020-09-26 05:40:38
35,6633,101,1612,300,18,1984798,100,1601102310,2020-09-26 08:38:30
36,5341,74,1500,300,19,1601848,100,1601112106,2020-09-26 11:21:46
37,3090,111,1012,300,15,924518,100,1601122238,2020-09-26 14:10:38
38,4770,95,1922,300,35,1428402,100,1601134158,2020-09-26 17:29:18
39,8249,72,2000,300,22,2476202,100,1601146637,2020-09-26 20:57:17
40,1562,91,322,300,12,468240,100,1601153769,2020-09-26 22:56:09
41,2498,95,433,300,14,749830,100,1601161676,2020-09-27 01:07:56
42,2625,120,834,300,12,785458,100,1601169479,2020-09-27 03:17:59
43,5496,114,1934,300,31,1652188,100,1601181808,2020-09-27 06:43:28
44,2901,92,406,300,10,870108,100,1601190533,2020-09-27 09:08:53
45,3990,107,1666,300,31,1200764,100,1601199832,2020-09-27 11:43:52
46,4536,115,556,300,12,1358418,100,1601210061,2020-09-27 14:34:21
47,4303,92,678,300,19,1290650,100,1601219834,2020-09-27 17:17:14
48,1828,113,578,300,8,547590,100,1601225881,2020-09-27 18:58:01
49,2825,91,878,300,12,845886,100,1601233938,2020-09-27 21:12:18
50,2418,118,317,300,7,726910,100,1601243272,2020-09-27 23:47:52
51,4326,85,1944,300,39,1294834,100,1601251383,2020-09-28 02:03:03
52,2708,106,1288,300,28,815112,100,1601259478,2020-09-28 04:17:58
53,8051,113,1922,300,21,2418260,100,1601272831,2020-09-28 08:00:31
54,5619,94,1856,300,28,1686070,100,1601282669,2020-09-28 10:44:29
55,1812,77,566,300,8,544932,100,1601289191,2020-09-28 12:33:11
56,4380,95,978,300,39,1319450,100,1601300570,2020-09-28 15:42:50
57,2504,86,483,300,17,751316,100,1601308561,2020-09-28 17:56:01
58,4195,92,1500,300,24,1256894,100,1601318840,2020-09-28 20:47:20
59,4372,96,1256,300,16,1314162,100,1601330273,2020-09-28 23:57:53
60,5549,84,767,300,19,1666274,100,1601342599,2020-09-29 03:23:19
61,2837,106,812,300,10,848950,100,1601351288,2020-09-29 05:48:08
62,4620,103,794,300,25,1384004,100,1601360224,2020-09-29 08:17:04
63,1969,119,328,300,10,591782,100,1601367536,2020-09-29 10:18:56
64,3440,120,1244,300,20,1028408,100,1601375102,2020-09-29 12:25:02
65,3986,84,1356,300,21,1194944,100,1601384103,2020-09-29 14:55:03
66,5165,96,1644,300,24,1552522,100,1601396142,2020-09-29 18:15:42
67,5012,100,1522,300,21,1505616,100,1601405831,2020-09-29 20:57:11
68,4180,76,1512,300,25,1256024,100,1601416609,2020-09-29 23:56:49
69,2870,90,561,300,20,861836,100,1601425756,2020-09-30 02:29:16
70,4856,75,1856,300,32,1452224,100,1601434340,2020-09-30 04:52:20
71,4108,76,1278,300,18,1234096,100,1601444149,2020-09-30 07:35:49
72,4621,113,578,300,13,1390690,100,1601453103,2020-09-30 10:05:03
73,4127,100,1466,300,23,1240734,100,1601461342,2020-09-30 12:22:22
74,1967,117,433,300,17,587578,100,1601467839,2020-09-30 14:10:39
75,2331,100,622,300,7,699298,100,1601477294,2020-09-30 16:48:14
76,4833,73,1388,300,18,1454918,100,1601488178,2020-09-30 19:49:38
77,3923,92,756,300,26,1177694,100,1601495781,2020-09-30 21:56:21
78,5891,120,906,300,25,1769414,100,1601508597,2020-10-01 01:29:57
79,6905,114,1788,300,21,2073954,100,1601521375,2020-10-01 05:02:55
80,3993,95,1034,300,12,1197936,100,1601530756,2020-10-01 07:39:16
81,4547,93,1978,300,39,1361806,100,1601541093,2020-10-01 10:31:33
82,1631,101,317,300,11,491222,100,1601549851,2020-10-01 12:57:31
83,6351,96,1856,300,24,1904452,100,1601561446,2020-10-01 16:10:46
84,3613,120,1044,300,14,1083566,100,1601571244,2020-10-01 18:54:04
85,3933,86,1412,300,23,1178748,100,1601579323,2020-10-01 21:08:43
86,3384,110,589,300,18,1015302,100,1601589161,2020-10-01 23:52:41
87,7533,114,1978,300,23,2263618,100,1601602348,2020-10-02 03:32:28
88,2767,113,956,300,15,831196,100,1601608738,2020-10-02 05:18:58
89,1668,101,766,300,16,500628,100,1601615685,2020-10-02 07:14:45
90,2453,110,333,300,8,735548,100,1601622952,2020-10-02 09:15:52
91,5313,93,1666,300,24,1593524,100,1601634395,2020-10-02 12:26:35
92,2090,96,978,300,21,622768,100,1601642855,2020-10-02 14:47:35
93,6549,99,1878,300,24,1970720,100,1601653312,2020-10-02 17:41:52
94,3852,105,1166,300,16,1156774,100,1601661186,2020-10-02 19:53:06
95,4602,117,1678,300,28,1379064,100,1601670528,2020-10-02 22:28:48
96,3710,70,722,300,25,1109218,100,1601680854,2020-10-03 01:20:54
97,4573,104,1322,300,17,1371026,100,1601691482,2020-10-03 04:18:02
98,4743,84,578,300,13,1423464,100,1601701442,2020-10-03 07:04:02
99,6168,114,811,300,19,1852190,100,1601711678,2020-10-03 09:54:38
100,3259,94,1100,300,17,977358,100,1601720528,2020-10-03 12:22:08
101,1499,116,634,300,12,451036,100,1601728456,2020-10-03 14:34:16
102,3010,74,506,300,15,901386,100,1601738013,2020-10-03 17:13:33
103,4425,86,700,300,20,1326746,100,1601749367,2020-10-03 20:22:47
104,4012,107,722,300,23,1204206,100,1601757297,2020-10-03 22:34:57
105,2126,112,888,300,17,637890,100,1601765200,2020-10-04 00:46:40
106,4184,97,644,300,18,1256510,100,1601776216,2020-10-04 03:50:16
107,3179,98,988,300,14,951600,100,1601784949,2020-10-04 06:15:49
108,5232,104,828,300,24,1568254,100,1601794087,2020-10-04 08:48:07
109,3717,87,856,300,35,1116916,100,1601802311,2020-10-04 11:05:11
110,5356,114,844,300,24,1606128,100,1601814344,2020-10-04 14:25:44
111,4529,103,1378,300,19,1362744,100,1601824572,2020-10-04 17:16:12
112,1983,100,300,300,8,592878,100,1601831669,2020-10-04 19:14:29
113,1709,86,900,300,21,509260,100,1601840016,2020-10-04 21:33:36
114,2476,93,588,300,6,741836,100,1601849250,2020-10-05 00:07:30
115,3082,87,834,300,10,925102,100,1601858130,2020-10-05 02:35:30
116,1920,102,588,300,8,577906,100,1601865467,2020-10-05 04:37:47
117,2466,78,756,300,10,740884,100,1601872391,2020-10-05 06:33:11
118,4248,90,1488,300,23,1281714,100,1601883207,2020-10-05 09:33:27
119,3434,112,572,300,17,1029156,100,1601891602,2020-10-05 11:53:22
120,1945,93,600,300,8,583922,100,1601900369,2020-10-05 14:19:29
121,1812,114,778,300,15,541262,100,1601906193,2020-10-05 15:56:33
122,6589,103,794,300,17,1980816,100,1601917627,2020-10-05 19:07:07
123,6100,87,1778,300,23,1830186,100,1601929910,2020-10-05 22:31:50
124,1759,79,394,300,16,529144,100,1601935811,2020-10-06 00:10:11
125,4394,111,1788,300,33,1317100,100,1601944695,2020-10-06 02:38:15
126,5828,81,1856,300,27,1741778,100,1601956818,2020-10-06 06:00:18
127,1805,115,566,300,8,538600,100,1601964578,2020-10-06 08:09:38
128,2886,72,734,300,8,868242,100,1601973162,2020-10-06 10:32:42
129,4905,86,1456,300,19,1467846,100,1601982227,2020-10-06 13:03:47
130,7286,83,933,300,22,2181864,100,1601993229,2020-10-06 16:07:09
131,6482,89,1644,300,19,1941560,100,1602003402,2020-10-06 18:56:42
132,6493,86,1888,300,25,1945548,100,1602015602,2020-10-06 22:20:02
133,3113,120,944,300,13,936234,100,1602023945,2020-10-07 00:39:05
134,2711,76,756,300,9,813506,100,1602030613,2020-10-07 02:30:13
135,5106,93,783,300,22,1528846,100,1602040835,2020-10-07 05:20:35
136,4239,77,1422,300,21,1270884,100,1602049262,2020-10-07 07:41:02
137,5842,72,883,300,24,1752838,100,1602059845,2020-10-07 10:37:25
138,2046,99,367,300,12,611860,100,1602067701,2020-10-07 12:48:21
139,4862,95,1634,300,25,1458106,100,1602078436,2020-10-07 15:47:16
140,3818,115,1088,300,14,1144944,100,1602086951,2020-10-07 18:09:11
141,3686,114,1434,300,25,1108240,100,1602095389,2020-10-07 20:29:49
142,3270,116,600,300,20,981572,100,1602105665,2020-10-07 23:21:05
143,3587,77,828,300,34,1075440,100,1602116028,2020-10-08 02:13:48
144,3225,96,1044,300,15,964760,100,1602126239,2020-10-08 05:03:59
145,2155,89,822,300,14,644392,100,1602133270,2020-10-08 07:01:10
146,3605,97,578,300,17,1080880,100,1602140584,2020-10-08 09:03:04
147,4249,119,567,300,14,1271662,100,1602151589,2020-10-08 12:06:29
148,3015,90,433,300,11,905622,100,1602161708,2020-10-08 14:55:08
149,3555,106,711,300,26,1064932,100,1602171610,2020-10-08 17:40:10
150,4518,83,1622,300,26,1354366,100,1602182689,2020-10-08 20:44:49
151,3712,116,656,300,21,1113538,100,1602190020,2020-10-08 22:47:00
152,7671,113,1000,300,23,2300432,100,1602201418,2020-10-09 01:56:58
153,3916,100,511,300,12,1173538,100,1602210093,2020-10-09 04:21:33
154,5892,117,917,300,26,1767834,100,1602220105,2020-10-09 07:08:25
155,2319,73,483,300,18,698322,100,1602227838,2020-10-09 09:17:18
156,5307,117,728,300,18,1591634,100,1602238180,2020-10-09 12:09:40
157,4726,106,1700,300,28,1413560,100,1602248197,2020-10-09 14:56:37
158,5211,73,872,300,26,1557732,100,1602260182,2020-10-09 18:16:22
159,2623,96,428,300,13,787620,100,1602269648,2020-10-09 20:54:08
160,7254,91,1866,300,22,2175842,100,1602282792,2020-10-10 00:33:12
161,5637,97,789,300,20,1690222,100,1602294168,2020-10-10 03:42:48
162,2610,82,367,300,9,785026,100,1602302932,2020-10-10 06:08:52
163,4643,94,1422,300,20,1391562,100,1602313365,2020-10-10 09:02:45
164,4782,74,739,300,21,1434406,100,1602323495,2020-10-10 11:51:35
165,2420,100,1122,300,23,726526,100,1602332132,2020-10-10 14:15:32
166,7518,99,1944,300,23,2258766,100,1602343325,2020-10-10 17:22:05
167,3704,71,706,300,24,1112946,100,1602353443,2020-10-10 20:10:43
168,4171,82,622,300,17,1253148,100,1602361842,2020-10-10 22:30:42
169,6463,70,806,300,18,1942048,100,1602373919,2020-10-11 01:51:59
170,1857,83,656,300,10,555104,100,1602382476,2020-10-11 04:14:36
171,3763,103,1256,300,19,1128900,100,1602391254,2020-10-11 06:40:54
172,4447,107,772,300,24,1334800,100,1602400512,2020-10-11 09:15:12
173,2014,99,656,300,10,603354,100,1602408169,2020-10-11 11:22:49
174,3033,77,650,300,25,911054,100,1602416613,2020-10-11 13:43:33
175,3696,108,633,300,20,1110240,100,1602425899,2020-10-11 16:18:19
176,1997,76,400,300,14,597060,100,1602433045,2020-10-11 18:17:25
177,3488,109,1712,300,38,1052224,100,1602443345,2020-10-11 21:09:05
178,4561,71,544,300,12,1366018,100,1602454258,2020-10-12 00:10:58
179,3270,72,1178,300,19,985744,100,1602461766,2020-10-12 02:16:06
180,4250,90,756,300,24,1276008,100,1602472513,2020-10-12 05:15:13
181,4715,101,900,300,31,1416198,100,1602482888,2020-10-12 08:08:08
182,5580,92,800,300,21,1670708,100,1602492523,2020-10-12 10:48:43
183,2984,93,1034,300,16,893886,100,1602500397,2020-10-12 12:59:57
184,2116,100,766,300,12,634642,100,1602506954,2020-10-12 14:49:14
185,5699,116,1934,300,30,1711154,100,1602517801,2020-10-12 17:50:01
186,7301,73,983,300,24,2193402,100,1602529084,2020-10-12 20:58:04
187,5382,82,889,300,26,1621948,100,1602539443,2020-10-12 23:50:43
188,4509,77,850,300,29,1354466,100,1602548446,2020-10-13 02:20:46
189,5440,111,706,300,16,1628482,100,1602559294,2020-10-13 05:21:34
190,4013,111,633,300,18,1206100,100,1602566925,2020-10-13 07:28:45
191,1670,114,317,300,11,501006,100,1602572598,2020-10-13 09:03:18
192,6652,110,1866,300,24,1997588,100,1602584307,2020-10-13 12:18:27
193,2325,71,1156,300,26,697870,100,1602590318,2020-10-13 13:58:38
194,4544,115,1456,300,21,1362864,100,1602600765,2020-10-13 16:52:45
195,1692,96,333,300,12,507826,100,1602609048,2020-10-13 19:10:48
196,5006,110,1844,300,31,1500442,100,1602617721,2020-10-13 21:35:21
197,5981,83,806,300,20,1794332,100,1602628142,2020-10-14 00:29:02
198,6622,110,1900,300,25,1988996,100,1602641339,2020-10-14 04:08:59
199,5194,81,756,300,20,1559404,100,1602652089,2020-10-14 07:08:09
200,5662,115,1534,300,19,1701646,100,1602664402,2020-10-14 10:33:22
201,1517,86,644,300,12,457752,100,1602670611,2020-10-14 12:16:51
202,4347,99,1288,300,17,1301964,100,1602681901,2020-10-14 15:25:01
203,4475,117,728,300,21,1344160,100,1602691026,2020-10-14 17:57:06
204,3674,113,456,300,10,1103704,100,1602699310,2020-10-14 20:15:10
205,5700,112,1834,300,27,1708058,100,1602709082,2020-10-14 22:58:02
206,2736,78,444,300,13,821542,100,1602716390,2020-10-15 00:59:50
207,6085,85,811,300,19,1829398,100,1602728172,2020-10-15 04:16:12
208,5515,113,1944,300,31,1659024,100,1602739676,2020-10-15 07:27:56
209,3954,72,778,300,28,1187270,100,1602747650,2020-10-15 09:40:50
210,2230,72,356,300,10,668424,100,1602755507,2020-10-15 11:51:47
211,1673,79,344,300,13,501948,100,1602761361,2020-10-15 13:29:21
212,3502,70,539,300,15,1047384,100,1602771533,2020-10-15 16:18:53
213,2102,116,700,300,10,627378,100,1602778795,2020-10-15 18:19:55
214,5858,95,1556,300,19,1755114,100,1602789950,2020-10-15 21:25:50
215,3671,85,517,300,13,1096146,100,1602800745,2020-10-16 00:25:45
216,4927,98,1488,300,20,1479010,100,1602812235,2020-10-16 03:37:15
217,2452,85,622,300,28,731780,100,1602821700,2020-10-16 06:15:00
218,5832,74,1622,300,20,1751254,100,1602834111,2020-10-16 09:41:51
219,2545,78,856,300,13,760872,100,1602841860,2020-10-16 11:51:00
220,3938,72,767,300,27,1179292,100,1602851875,2020-10-16 14:37:55
221,3970,74,589,300,16,1188668,100,1602862815,2020-10-16 17:40:15
222,2137,97,700,300,10,642414,100,1602870514,2020-10-16 19:48:34
223,6323,116,906,300,23,1897522,100,1602880482,2020-10-16 22:34:42
224,2433,90,461,300,16,725442,100,1602887211,2020-10-17 00:26:51
225,3776,83,867,300,36,1130934,100,1602895473,2020-10-17 02:44:33
226,4697,97,1478,300,21,1406828,100,1602904321,2020-10-17 05:12:01
227,2869,83,617,300,24,859304,100,1602911337,2020-10-17 07:08:57
228,2657,118,922,300,14,798236,100,1602921010,2020-10-17 09:50:10
229,6685,108,1812,300,22,2002332,100,1602934620,2020-10-17 13:37:00
230,2506,118,822,300,12,753266,100,1602941956,2020-10-17 15:39:16
231,3885,71,1166,300,16,1165298,100,1602952650,2020-10-17 18:37:30
232,3034,79,494,300,14,908222,100,1602962085,2020-10-17 21:14:45
233,4551,101,539,300,11,1368010,100,1602972647,2020-10-18 00:10:47
234,4084,79,617,300,17,1228578,100,1602982119,2020-10-18 02:48:39
235,3553,78,861,300,38,1070696,100,1602990698,2020-10-18 05:11:38
236,2559,104,333,300,8,766590,100,1602997995,2020-10-18 07:13:15
237,2412,74,467,300,16,726490,100,1603007287,2020-10-18 09:48:07
238,7240,76,989,300,24,2169170,100,1603021233,2020-10-18 13:40:33
239,6471,88,800,300,18,1940602,100,1603031770,2020-10-18 16:36:10
240,4008,111,1600,300,29,1204926,100,1603039601,2020-10-18 18:46:41
241,3077,85,467,300,13,924340,100,1603046409,2020-10-18 20:40:09
242,4465,104,1156,300,13,1336014,100,1603056365,2020-10-18 23:26:05
243,7046,120,1922,300,24,2111740,100,1603069458,2020-10-19 03:04:18
244,2116,74,300,300,8,634538,100,1603078560,2020-10-19 05:36:00
245,1930,88,734,300,13,577686,100,1603085619,2020-10-19 07:33:39
246,3391,114,1088,300,16,1018064,100,1603095102,2020-10-19 10:11:42
247,2457,85,300,300,7,736954,100,1603103491,2020-10-19 12:31:31
248,4363,94,1322,300,18,1309976,100,1603113064,2020-10-19 15:11:04
249,1971,116,333,300,10,592452,100,1603119098,2020-10-19 16:51:38
250,1787,105,394,300,16,539024,100,1603127536,2020-10-19 19:12:16
251,4103,82,606,300,16,1230902,100,1603137460,2020-10-19 21:57:40
252,4252,70,1300,300,18,1275616,100,1603146533,2020-10-20 00:28:53
253,3741,114,1156,300,16,1122768,100,1603154842,2020-10-20 02:47:22
254,3412,98,600,300,19,1023976,100,1603165064,2020-10-20 05:37:44
255,3604,95,628,300,20,1083856,100,1603174130,2020-10-20 08:08:50
256,3316,98,922,300,12,1002338,100,1603183090,2020-10-20 10:38:10
257,5812,86,1678,300,22,1745586,100,1603195312,2020-10-20 14:01:52
258,3140,103,788,300,9,941116,100,1603203497,2020-10-20 16:18:17
259,3535,83,628,300,20,1062152,100,1603213464,2020-10-20 19:04:24
260,1653,88,588,300,9,497634,100,1603220952,2020-10-20 21:09:12
261,5323,70,1422,300,17,1593714,100,1603232974,2020-10-21 00:29:34
262,3629,91,611,300,19,1089914,100,1603241036,2020-10-21 02:43:56
263,2695,111,666,300,7,810018,100,1603249453,2020-10-21 05:04:13
264,6033,93,811,300,20,1811860,100,1603260694,2020-10-21 08:11:34
265,4615,103,1434,300,20,1379286,100,1603270429,2020-10-21 10:53:49
266,4354,112,1466,300,22,1307126,100,1603280307,2020-10-21 13:38:27
267,3256,72,922,300,12,973316,100,1603290266,2020-10-21 16:24:26
268,4975,119,1678,300,25,1490928,100,1603302051,2020-10-21 19:40:51
269,8055,89,1912,300,20,2419394,100,1603317199,2020-10-21 23:53:19
270,4810,71,956,300,34,1439026,100,1603326378,2020-10-22 02:26:18
271,3530,95,894,300,41,1056914,100,1603335327,2020-10-22 04:55:27
272,2573,95,1122,300,22,774082,100,1603342308,2020-10-22 06:51:48
273,2504,109,734,300,10,750640,100,1603349755,2020-10-22 08:55:55
274,2673,89,394,300,10,802160,100,1603359429,2020-10-22 11:37:09
275,2114,76,356,300,11,633958,100,1603366024,2020-10-22 13:27:04
276,2264,92,634,300,8,678564,100,1603372705,2020-10-22 15:18:25
277,3015,77,1012,300,15,903266,100,1603380876,2020-10-22 17:34:36
278,3315,76,1122,300,17,994036,100,1603391192,2020-10-22 20:26:32
279,7355,104,978,300,23,2206130,100,1603403829,2020-10-22 23:57:09
280,4230,81,1022,300,11,1269934,100,1603413257,2020-10-23 02:34:17
281,4280,71,1844,300,36,1283020,100,1603421885,2020-10-23 04:58:05
282,5402,90,1522,300,19,1617252,100,1603432299,2020-10-23 07:51:39
283,4250,115,544,300,13,1276642,100,1603440717,2020-10-23 10:11:57
284,3678,113,1500,300,28,1106646,100,1603448131,2020-10-23 12:15:31
285,2550,100,912,300,15,764142,100,1603455290,2020-10-23 14:14:50
286,5350,90,956,300,31,1602894,100,1603465061,2020-10-23 16:57:41
287,3163,117,834,300,10,950842,100,1603474548,2020-10-23 19:35:48
288,3452,114,1356,300,24,1035084,100,1603483450,2020-10-23 22:04:10
289,5238,75,950,300,31,1565836,100,1603494279,2020-10-24 01:04:39
290,3686,94,1366,300,23,1105254,100,1603504050,2020-10-24 03:47:30
291,1549,71,622,300,11,464430,100,1603512013,2020-10-24 06:00:13
292,3134,109,912,300,12,940168,100,1603519437,2020-10-24 08:03:57
293,1591,90,656,300,12,479044,100,1603527355,2020-10-24 10:15:55
294,6777,74,833,300,18,2033928,100,1603539054,2020-10-24 13:30:54
295,3130,98,439,300,11,938900,100,1603547533,2020-10-24 15:52:13
296,4564,117,928,300,34,1371950,100,1603557629,2020-10-24 18:40:29
297,5520,110,844,300,23,1658222,100,1603567352,2020-10-24 21:22:32
298,8040,88,967,300,21,2410596,100,1603580197,2020-10-25 00:56:37
299,2494,106,800,300,12,749516,100,1603588857,2020-10-25 02:20:57
300,4758,95,922,300,32,1424438,100,1603598953,2020-10-25 05:09:13
301,4603,98,1678,300,28,1382784,100,1603609349,2020-10-25 08:02:29
302,5626,97,1734,300,24,1687744,100,1603621028,2020-10-25 11:17:08
303,3351,109,511,300,14,1007118,100,1603631456,2020-10-25 14:10:56
304,5216,84,1322,300,15,1568684,100,1603643188,2020-10-25 17:26:28
305,1577,87,644,300,12,471130,100,1603650052,2020-10-25 19:20:52
306,4012,113,1378,300,21,1204976,100,1603660456,2020-10-25 22:14:16
307,5140,109,1234,300,13,1540242,100,1603672071,2020-10-26 01:27:51
308,3896,103,900,300,37,1170290,100,1603681810,2020-10-26 04:10:10
309,5127,86,1834,300,30,1537928,100,1603690573,2020-10-26 06:36:13
310,3868,78,1534,300,27,1159946,100,1603699986,2020-10-26 09:13:06
311,3638,106,956,300,11,1097250,100,1603709302,2020-10-26 11:48:22
312,3432,83,389,300,8,1032048,100,1603717739,2020-10-26 14:08:59
313,3045,99,1544,300,35,917774,100,1603727809,2020-10-26 16:56:49
314,2418,84,589,300,26,722084,100,1603734086,2020-10-26 18:41:26
315,2667,73,544,300,20,801732,100,1603741710,2020-10-26 20:48:30
316,2834,88,411,300,11,849722,100,1603749615,2020-10-26 23:00:15
317,4144,91,1512,300,25,1245496,100,1603758778,2020-10-27 01:32:58
318,2763,83,900,300,13,827460,100,1603766073,2020-10-27 03:34:33
319,1513,113,367,300,16,455952,100,1603773331,2020-10-27 05:35:31
320,5458,108,656,300,14,1637178,100,1603783381,2020-10-27 08:23:01
321,4447,115,794,300,26,1330824,100,1603794242,2020-10-27 11:24:02
322,3097,100,1456,300,31,928756,100,1603802503,2020-10-27 13:41:43
323,2392,73,612,300,7,715248,100,1603810418,2020-10-27 15:53:38
324,5049,85,644,300,15,1513400,100,1603821378,2020-10-27 18:56:18
325,3976,71,1700,300,33,1189242,100,1603829092,2020-10-27 21:04:52
326,1965,118,934,300,20,591100,100,1603836145,2020-10-27 23:02:25
327,2461,95,367,300,10,739880,100,1603843207,2020-10-28 01:00:07
328,3428,87,1078,300,15,1030320,100,1603851224,2020-10-28 03:13:44
329,2431,81,333,300,8,728714,100,1603860046,2020-10-28 05:40:46
330,2404,94,712,300,9,724370,100,1603867849,2020-10-28 07:50:49
331,3679,113,617,300,19,1105310,100,1603875982,2020-10-28 10:06:22
332,5317,100,1912,300,31,1595138,100,1603887399,2020-10-28 13:16:39
333,3415,98,589,300,18,1026194,100,1603896824,2020-10-28 15:53:44
334,4278,112,1866,300,37,1285978,100,1603907070,2020-10-28 18:44:30
335,5091,106,1878,300,31,1525252,100,1603918305,2020-10-28 21:51:45
336,5212,77,928,300,30,1563444,100,1603930274,2020-10-29 01:11:14
337,2960,81,800,300,10,887208,100,1603938457,2020-10-29 03:27:37
338,1664,94,722,300,14,500374,100,1603943825,2020-10-29 04:57:05
339,6157,114,1934,300,27,1850030,100,1603953647,2020-10-29 07:40:47
340,3755,96,1412,300,24,1127806,100,1603961684,2020-10-29 09:54:44
341,3368,73,506,300,14,1007092,100,1603970063,2020-10-29 12:14:23
342,2572,90,322,300,7,770094,100,1603978580,2020-10-29 14:36:20
343,4932,118,1422,300,18,1478620,100,1603990265,2020-10-29 17:51:05
344,4355,110,733,300,22,1306450,100,1604001794,2020-10-29 21:03:14
345,5304,80,994,300,34,1594848,100,1604012641,2020-10-30 00:04:01
346,3644,93,522,300,13,1093072,100,1604020565,2020-10-30 02:16:05
347,3917,76,533,300,13,1176206,100,1604030156,2020-10-30 04:55:56
348,1116,120,306,300,15,337256,100,1604037871,2020-10-30 07:04:31
349,6010,109,800,300,19,1804868,100,1604048558,2020-10-30 10:02:38
350,7012,70,956,300,23,2108704,100,1604060501,2020-10-30 13:21:41
351,2572,115,1222,300,26,773212,100,1604067939,2020-10-30 15:25:39
352,4938,83,1478,300,20,1485080,100,1604078023,2020-10-30 18:13:43
353,3003,99,1078,300,17,899578,100,1604084681,2020-10-30 20:04:41
354,4267,95,1466,300,23,1284398,100,1604093443,2020-10-30 22:30:43
355,5022,105,694,300,17,1506080,100,1604103874,2020-10-31 01:24:34
356,5158,97,1678,300,25,1547938,100,1604115313,2020-10-31 04:35:13
357,7811,115,950,300,21,2345900,100,1604130204,2020-10-31 08:43:24
358,3720,95,544,300,14,1115124,100,1604138102,2020-10-31 10:55:02
359,2802,78,1012,300,16,844340,100,1604147615,2020-10-31 13:33:35
360,3871,94,706,300,23,1162134,100,1604155269,2020-10-31 15:41:09
361,1742,102,289,300,9,521226,100,1604161642,2020-10-31 17:27:22
362,2234,73,956,300,18,667612,100,1604170484,2020-10-31 19:54:44
363,2711,94,1100,300,20,810742,100,1604177173,2020-10-31 21:46:13
364,4591,98,633,300,16,1375960,100,1604186276,2020-11-01 00:17:56
365,4419,101,1688,300,29,1327444,100,1604196237,2020-11-01 03:03:57
366,3291,79,800,300,9,985326,100,1604206379,2020-11-01 05:52:59
367,2516,85,912,300,15,751924,100,1604213002,2020-11-01 07:43:22
368,1795,98,912,300,21,535512,100,1604220741,2020-11-01 09:52:21
369,3148,70,411,300,10,946462,100,1604229045,2020-11-01 12:10:45
370,4063,71,533,300,13,1219888,100,1604238967,2020-11-01 14:56:07
371,6099,92,906,300,24,1831870,100,1604250596,2020-11-01 18:09:56
372,2194,85,450,300,17,657774,100,1604256653,2020-11-01 19:50:53
373,2931,92,506,300,16,880724,100,1604266332,2020-11-01 22:32:12
374,2312,101,578,300,6,692078,100,1604273891,2020-11-02 00:38:11
375,3890,97,1744,300,35,1161262,100,1604281451,2020-11-02 02:44:11
